location,event_stage,event_status,time,event_url,discipline_code,discipline
Capital Indoor Stadium,Women's 1000m - Heats,Finished,2022-02-09T19:44:00+08:00,../../../en/results/short-track-speed-skating/results-women-s-1000m-heat.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Men's 1500m - Semifinals,Finished,2022-02-09T20:30:00+08:00,../../../en/results/short-track-speed-skating/results-men-s-1500m-sfnl.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Women's 3000m Relay - Semifinals,Finished,2022-02-09T20:45:00+08:00,../../../en/results/short-track-speed-skating/results-women-s-3000m-relay-sfnl.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Men's 1500m - Final B,Finished,2022-02-09T21:14:00+08:00,../../../en/results/short-track-speed-skating/results-men-s-1500m-fnl-.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Men's 1500m - Final A,Finished,2022-02-09T21:19:00+08:00,../../../en/results/short-track-speed-skating/results-men-s-1500m-fnl-.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Women's 1000m - Quarterfinals,Finished,2022-02-11T19:00:00+08:00,../../../en/results/short-track-speed-skating/results-women-s-1000m-qfnl.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Men's 500m - Heats,Finished,2022-02-11T19:18:00+08:00,../../../en/results/short-track-speed-skating/results-men-s-500m-heat.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Women's 1000m - Semifinals,Finished,2022-02-11T19:57:00+08:00,../../../en/results/short-track-speed-skating/results-women-s-1000m-sfnl.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Men's 5000m Relay - Semifinals,Finished,2022-02-11T20:04:00+08:00,../../../en/results/short-track-speed-skating/results-men-s-5000m-relay-sfnl.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Women's 1000m - Final B,Finished,2022-02-11T20:38:00+08:00,../../../en/results/short-track-speed-skating/results-women-s-1000m-fnl-.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Women's 1000m - Final A,Finished,2022-02-11T20:42:00+08:00,../../../en/results/short-track-speed-skating/results-women-s-1000m-fnl-.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Men's 500m - Quarterfinals,Finished,2022-02-13T19:00:00+08:00,../../../en/results/short-track-speed-skating/results-men-s-500m-qfnl.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Men's 500m - Semifinals,Finished,2022-02-13T19:27:00+08:00,../../../en/results/short-track-speed-skating/results-men-s-500m-sfnl.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Women's 3000m Relay - Final B,Finished,2022-02-13T19:35:00+08:00,../../../en/results/short-track-speed-skating/results-women-s-3000m-relay-fnl-.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Women's 3000m Relay - Final A,Finished,2022-02-13T19:44:30+08:00,../../../en/results/short-track-speed-skating/results-women-s-3000m-relay-fnl-.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Men's 500m - Final B,Finished,2022-02-13T20:10:00+08:00,../../../en/results/short-track-speed-skating/results-men-s-500m-fnl-.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Men's 500m - Final A,Finished,2022-02-13T20:13:00+08:00,../../../en/results/short-track-speed-skating/results-men-s-500m-fnl-.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Women's 1500m - Quarterfinals,Finished,2022-02-16T19:30:00+08:00,../../../en/results/short-track-speed-skating/results-women-s-1500m-qfnl.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Women's 1500m - Semifinals,Finished,2022-02-16T20:19:00+08:00,../../../en/results/short-track-speed-skating/results-women-s-1500m-sfnl.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Men's 5000m Relay - Final B,Finished,2022-02-16T20:32:00+08:00,../../../en/results/short-track-speed-skating/results-men-s-5000m-relay-fnl-.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Men's 5000m Relay - Final A,Finished,2022-02-16T20:44:00+08:00,../../../en/results/short-track-speed-skating/results-men-s-5000m-relay-fnl-.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Women's 1500m - Final B,Finished,2022-02-16T21:14:00+08:00,../../../en/results/short-track-speed-skating/results-women-s-1500m-fnl-.htm,STK,Short Track Speed Skating
Capital Indoor Stadium,Women's 1500m - Final A,Finished,2022-02-16T21:19:00+08:00,../../../en/results/short-track-speed-skating/results-women-s-1500m-fnl-.htm,STK,Short Track Speed Skating
Yanqing National Sliding Centre,Women Official Training Heat 1,Finished,2022-02-07T09:40:00+08:00,../../../en/results/skeleton/results-women-trno-000100-.htm,SKN,Skeleton
Yanqing National Sliding Centre,Women Official Training Heat 2,Finished,,../../../en/results/skeleton/results-women-trno-000200-.htm,SKN,Skeleton
Yanqing National Sliding Centre,Men Official Training Heat 1,Finished,2022-02-07T12:25:00+08:00,../../../en/results/skeleton/results-men-trno-000100-.htm,SKN,Skeleton
Yanqing National Sliding Centre,Men Official Training Heat 2,Finished,,../../../en/results/skeleton/results-men-trno-000200-.htm,SKN,Skeleton
Yanqing National Sliding Centre,Women Official Training Heat 3,Finished,2022-02-08T12:40:00+08:00,../../../en/results/skeleton/results-women-trno-000300-.htm,SKN,Skeleton
Yanqing National Sliding Centre,Women Official Training Heat 4,Finished,,../../../en/results/skeleton/results-women-trno-000400-.htm,SKN,Skeleton
Yanqing National Sliding Centre,Men Official Training Heat 3,Finished,2022-02-08T15:20:00+08:00,../../../en/results/skeleton/results-men-trno-000300-.htm,SKN,Skeleton
Yanqing National Sliding Centre,Men Official Training Heat 4,Finished,,../../../en/results/skeleton/results-men-trno-000400-.htm,SKN,Skeleton
Yanqing National Sliding Centre,Women Official Training Heat 5,Finished,2022-02-09T12:40:00+08:00,../../../en/results/skeleton/results-women-trno-000500-.htm,SKN,Skeleton
Yanqing National Sliding Centre,Women Official Training Heat 6,Finished,,../../../en/results/skeleton/results-women-trno-000600-.htm,SKN,Skeleton
Yanqing National Sliding Centre,Men Official Training Heat 5,Finished,2022-02-09T15:20:00+08:00,../../../en/results/skeleton/results-men-trno-000500-.htm,SKN,Skeleton
Yanqing National Sliding Centre,Men Official Training Heat 6,Finished,,../../../en/results/skeleton/results-men-trno-000600-.htm,SKN,Skeleton
Yanqing National Sliding Centre,Men Heat 1,Finished,2022-02-10T09:30:00+08:00,../../../en/results/skeleton/results-men-fnl-000100-.htm,SKN,Skeleton
Yanqing National Sliding Centre,Men Heat 2,Finished,2022-02-10T11:00:00+08:00,../../../en/results/skeleton/results-men-fnl-000200-.htm,SKN,Skeleton
Yanqing National Sliding Centre,Women Heat 1,Finished,2022-02-11T09:30:00+08:00,../../../en/results/skeleton/results-women-fnl-000100-.htm,SKN,Skeleton
Yanqing National Sliding Centre,Women Heat 2,Finished,2022-02-11T11:00:00+08:00,../../../en/results/skeleton/results-women-fnl-000200-.htm,SKN,Skeleton
Yanqing National Sliding Centre,Men Heat 3,Finished,2022-02-11T20:20:00+08:00,../../../en/results/skeleton/results-men-fnl-000300-.htm,SKN,Skeleton
Yanqing National Sliding Centre,Men Heat 4,Finished,2022-02-11T21:55:00+08:00,../../../en/results/skeleton/results-men-fnl-000400-.htm,SKN,Skeleton
Yanqing National Sliding Centre,Women Heat 3,Finished,2022-02-12T20:20:00+08:00,../../../en/results/skeleton/results-women-fnl-000300-.htm,SKN,Skeleton
Yanqing National Sliding Centre,Women Heat 4,Finished,2022-02-12T21:55:00+08:00,../../../en/results/skeleton/results-women-fnl-000400-.htm,SKN,Skeleton
Zhangjiakou National Ski Jumping Centre,Women's Normal Hill Official Training 1,Finished,2022-02-03T17:30:00+08:00,../../../en/results/ski-jumping/results-women-s-normal-hill-training-trno-0100sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Men's Normal Hill Official Training 1,Finished,2022-02-03T20:00:00+08:00,../../../en/results/ski-jumping/results-men-s-normal-hill-training-trno-0100sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Women's Normal Hill Official Training 2,Finished,2022-02-04T11:00:00+08:00,../../../en/results/ski-jumping/results-women-s-normal-hill-training-trno-0200sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Men's Normal Hill Official Training 2,Finished,2022-02-04T14:00:00+08:00,../../../en/results/ski-jumping/results-men-s-normal-hill-training-trno-0200sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Men's Normal Hill Individual Trial Round for Qualification,Finished,2022-02-05T13:15:00+08:00,../../../en/results/ski-jumping/results-men-s-nh-individual-qual-tr01sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Men's Normal Hill Individual Qualification Round,Finished,2022-02-05T14:20:00+08:00,../../../en/results/ski-jumping/results-men-s-nh-individual-qual-0001sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Women's Normal Hill Individual Trial Round for Competition,Finished,2022-02-05T17:45:00+08:00,../../../en/results/ski-jumping/results-women-s-nh-individual-fnl-tr01sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Women's Normal Hill Individual 1st Round,Finished,2022-02-05T18:45:00+08:00,../../../en/results/ski-jumping/results-women-s-nh-individual-fnl-0001sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Women's Normal Hill Individual Final Round,Finished,2022-02-05T20:00:00+08:00,../../../en/results/ski-jumping/results-women-s-nh-individual-fnl-0002sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Women's Normal Hill Official Training 3,Finished,2022-02-06T15:00:00+08:00,../../../en/results/ski-jumping/results-women-s-normal-hill-training-trno-0300sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Men's Normal Hill Individual Trial Round for Competition,Finished,2022-02-06T18:00:00+08:00,../../../en/results/ski-jumping/results-men-s-nh-individual-fnl-tr01sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Men's Normal Hill Individual 1st Round,Finished,2022-02-06T19:00:00+08:00,../../../en/results/ski-jumping/results-men-s-nh-individual-fnl-0001sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Men's Normal Hill Individual Final Round,Finished,2022-02-06T20:07:00+08:00,../../../en/results/ski-jumping/results-men-s-nh-individual-fnl-0002sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Mixed Team Trial Round for Competition,Finished,2022-02-07T18:30:00+08:00,../../../en/results/ski-jumping/results-mixed-team-fnl-tr01sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Mixed Team 1st Round,Finished,2022-02-07T19:45:00+08:00,../../../en/results/ski-jumping/results-mixed-team-fnl-0001sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Mixed Team Final Round,Finished,2022-02-07T20:51:00+08:00,../../../en/results/ski-jumping/results-mixed-team-fnl-0002sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Men's Large Hill Official Training 1,Finished,2022-02-09T18:00:00+08:00,../../../en/results/ski-jumping/results-men-s-large-hill-training-trno-0100sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Men's Large Hill Official Training 2,Finished,2022-02-10T18:00:00+08:00,../../../en/results/ski-jumping/results-men-s-large-hill-training-trno-0200sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Men's Large Hill Individual Trial Round for Qualification,Finished,2022-02-11T17:45:00+08:00,../../../en/results/ski-jumping/results-men-s-lh-individual-qual-tr01sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Men's Large Hill Individual Qualification Round,Finished,2022-02-11T19:00:00+08:00,../../../en/results/ski-jumping/results-men-s-lh-individual-qual-0001sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Men's Large Hill Individual Trial Round for Competition,Finished,2022-02-12T18:00:00+08:00,../../../en/results/ski-jumping/results-men-s-lh-individual-fnl-tr01sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Men's Large Hill Individual 1st Round,Finished,2022-02-12T19:00:00+08:00,../../../en/results/ski-jumping/results-men-s-lh-individual-fnl-0001sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Men's Large Hill Individual Final Round,Finished,2022-02-12T20:07:00+08:00,../../../en/results/ski-jumping/results-men-s-lh-individual-fnl-0002sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Men's Large Hill Official Training 3,Finished,2022-02-13T19:00:00+08:00,../../../en/results/ski-jumping/results-men-s-large-hill-training-trno-0300sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Men's Team Trial Round for Competition,Finished,2022-02-14T18:00:00+08:00,../../../en/results/ski-jumping/results-men-s-team-fnl-tr01sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Men's Team 1st Round,Finished,2022-02-14T19:00:00+08:00,../../../en/results/ski-jumping/results-men-s-team-fnl-0001sj-.htm,SJP,Ski Jumping
Zhangjiakou National Ski Jumping Centre,Men's Team Final Round,Finished,2022-02-14T20:23:00+08:00,../../../en/results/ski-jumping/results-men-s-team-fnl-0002sj-.htm,SJP,Ski Jumping
Genting Snow Park H & S Stadium,Women's Snowboard Slopestyle Qualification Run 1,Finished,2022-02-05T10:45:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-slopestyle-qual.htm,SBD,Snowboard
Genting Snow Park H & S Stadium,Women's Snowboard Slopestyle Qualification Run 2,Finished,2022-02-05T11:47:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-slopestyle-qual.htm,SBD,Snowboard
Genting Snow Park H & S Stadium,Women's Snowboard Slopestyle Final Run 1,Finished,2022-02-06T09:30:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-slopestyle-fnl-.htm,SBD,Snowboard
Genting Snow Park H & S Stadium,Women's Snowboard Slopestyle Final Run 2,Finished,2022-02-06T09:57:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-slopestyle-fnl-.htm,SBD,Snowboard
Genting Snow Park H & S Stadium,Women's Snowboard Slopestyle Final Run 3,Finished,2022-02-06T10:24:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-slopestyle-fnl-.htm,SBD,Snowboard
Genting Snow Park H & S Stadium,Men's Snowboard Slopestyle Qualification Run 1,Finished,2022-02-06T12:30:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-slopestyle-qual.htm,SBD,Snowboard
Genting Snow Park H & S Stadium,Men's Snowboard Slopestyle Qualification Run 2,Finished,2022-02-06T13:33:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-slopestyle-qual.htm,SBD,Snowboard
Genting Snow Park H & S Stadium,Men's Snowboard Slopestyle Final Run 1,Finished,2022-02-07T12:00:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-slopestyle-fnl-.htm,SBD,Snowboard
Genting Snow Park H & S Stadium,Men's Snowboard Slopestyle Final Run 2,Finished,2022-02-07T12:27:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-slopestyle-fnl-.htm,SBD,Snowboard
Genting Snow Park H & S Stadium,Men's Snowboard Slopestyle Final Run 3,Finished,2022-02-07T12:54:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-slopestyle-fnl-.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Women's Parallel Giant Slalom Qualification Run,Finished,2022-02-08T10:40:00+08:00,../../../en/results/snowboard/results-women-s-parallel-giant-slalom-qual.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Men's Parallel Giant Slalom Qualification Run,Finished,2022-02-08T11:07:00+08:00,../../../en/results/snowboard/results-men-s-parallel-giant-slalom-qual.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Women's Parallel Giant Slalom Elimination Run,Finished,2022-02-08T11:34:00+08:00,../../../en/results/snowboard/results-women-s-parallel-giant-slalom-qual.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Men's Parallel Giant Slalom Elimination Run,Finished,2022-02-08T12:01:00+08:00,../../../en/results/snowboard/results-men-s-parallel-giant-slalom-qual.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Women's Parallel Giant Slalom 1/8 Finals,Finished,2022-02-08T14:30:00+08:00,../../../en/results/snowboard/results-women-s-parallel-giant-slalom-8fnl.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Men's Parallel Giant Slalom 1/8 Finals,Finished,2022-02-08T14:48:00+08:00,../../../en/results/snowboard/results-men-s-parallel-giant-slalom-8fnl.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Women's Parallel Giant Slalom Quarterfinals,Finished,2022-02-08T15:06:00+08:00,../../../en/results/snowboard/results-women-s-parallel-giant-slalom-qfnl.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Men's Parallel Giant Slalom Quarterfinals,Finished,2022-02-08T15:15:00+08:00,../../../en/results/snowboard/results-men-s-parallel-giant-slalom-qfnl.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Women's Parallel Giant Slalom Semifinals,Finished,2022-02-08T15:24:00+08:00,../../../en/results/snowboard/results-women-s-parallel-giant-slalom-sfnl.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Men's Parallel Giant Slalom Semifinals,Finished,2022-02-08T15:30:00+08:00,../../../en/results/snowboard/results-men-s-parallel-giant-slalom-sfnl.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Women's Parallel Giant Slalom Small Final,Finished,2022-02-08T15:36:00+08:00,../../../en/results/snowboard/results-women-s-parallel-giant-slalom-fnl-.htm,SBD,Snowboard
After Small Final,Genting Snow Park P & X Stadium,Finished,,../../../en/results/snowboard/results-women-s-parallel-giant-slalom-fnl-.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Men's Parallel Giant Slalom Small Final,Finished,2022-02-08T15:43:00+08:00,../../../en/results/snowboard/results-men-s-parallel-giant-slalom-fnl-.htm,SBD,Snowboard
After Small Final,Genting Snow Park P & X Stadium,Finished,,../../../en/results/snowboard/results-men-s-parallel-giant-slalom-fnl-.htm,SBD,Snowboard
Genting Snow Park H & S Stadium,Women's Snowboard Halfpipe Qualification Run 1,Finished,2022-02-09T09:30:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-halfpipe-qual.htm,SBD,Snowboard
Genting Snow Park H & S Stadium,Women's Snowboard Halfpipe Qualification Run 2,Finished,2022-02-09T10:21:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-halfpipe-qual.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Women's Snowboard Cross Seeding Run 1,Finished,2022-02-09T11:00:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-cross-seed.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Women's Snowboard Cross Seeding Run 2,Finished,2022-02-09T11:55:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-cross-seed.htm,SBD,Snowboard
Genting Snow Park H & S Stadium,Men's Snowboard Halfpipe Qualification Run 1,Finished,2022-02-09T12:30:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-halfpipe-qual.htm,SBD,Snowboard
Genting Snow Park H & S Stadium,Men's Snowboard Halfpipe Qualification Run 2,Finished,2022-02-09T13:21:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-halfpipe-qual.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Women's Snowboard Cross 1/8 Finals,Finished,2022-02-09T14:30:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-cross-8fnl.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Women's Snowboard Cross Quarterfinals,Finished,2022-02-09T15:07:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-cross-qfnl.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Women's Snowboard Cross Semifinals,Finished,2022-02-09T15:28:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-cross-sfnl.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Women's Snowboard Cross Small Final,Finished,2022-02-09T15:45:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-cross-fnl-.htm,SBD,Snowboard
After Small Final,Genting Snow Park P & X Stadium,Finished,,../../../en/results/snowboard/results-women-s-snowboard-cross-fnl-.htm,SBD,Snowboard
Genting Snow Park H & S Stadium,Women's Snowboard Halfpipe Final Run 1,Finished,2022-02-10T09:30:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-halfpipe-fnl-.htm,SBD,Snowboard
Genting Snow Park H & S Stadium,Women's Snowboard Halfpipe Final Run 2,Finished,2022-02-10T09:58:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-halfpipe-fnl-.htm,SBD,Snowboard
Genting Snow Park H & S Stadium,Women's Snowboard Halfpipe Final Run 3,Finished,2022-02-10T10:25:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-halfpipe-fnl-.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Men's Snowboard Cross Seeding Run 1,Finished,2022-02-10T11:15:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-cross-seed.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Men's Snowboard Cross Seeding Run 2,Finished,2022-02-10T12:10:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-cross-seed.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Men's Snowboard Cross 1/8 Finals,Finished,2022-02-10T14:00:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-cross-8fnl.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Men's Snowboard Cross Quarterfinals,Finished,2022-02-10T14:37:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-cross-qfnl.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Men's Snowboard Cross Semifinals,Finished,2022-02-10T14:58:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-cross-sfnl.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Men's Snowboard Cross Small Final,Finished,2022-02-10T15:15:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-cross-fnl-.htm,SBD,Snowboard
After Small Final,Genting Snow Park P & X Stadium,Finished,,../../../en/results/snowboard/results-men-s-snowboard-cross-fnl-.htm,SBD,Snowboard
Genting Snow Park H & S Stadium,Men's Snowboard Halfpipe Final Run 1,Finished,2022-02-11T09:30:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-halfpipe-fnl-.htm,SBD,Snowboard
Genting Snow Park H & S Stadium,Men's Snowboard Halfpipe Final Run 2,Finished,2022-02-11T09:58:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-halfpipe-fnl-.htm,SBD,Snowboard
Genting Snow Park H & S Stadium,Men's Snowboard Halfpipe Final Run 3,Finished,2022-02-11T10:25:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-halfpipe-fnl-.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Mixed Team Snowboard Cross Quarterfinals,Finished,2022-02-12T10:00:00+08:00,../../../en/results/snowboard/results-mixed-team-snowboard-cross-qfnl.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Mixed Team Snowboard Cross Semifinals,Finished,2022-02-12T10:30:00+08:00,../../../en/results/snowboard/results-mixed-team-snowboard-cross-sfnl.htm,SBD,Snowboard
Genting Snow Park P & X Stadium,Mixed Team Snowboard Cross Small Final,Finished,2022-02-12T10:50:00+08:00,../../../en/results/snowboard/results-mixed-team-snowboard-cross-fnl-.htm,SBD,Snowboard
After Small Final,Genting Snow Park P & X Stadium,Finished,,../../../en/results/snowboard/results-mixed-team-snowboard-cross-fnl-.htm,SBD,Snowboard
Big Air Shougang,Women's Snowboard Big Air Qualification Run 1,Finished,2022-02-14T09:30:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-big-air-qual.htm,SBD,Snowboard
Big Air Shougang,Women's Snowboard Big Air Qualification Run 2,Finished,2022-02-14T10:15:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-big-air-qual.htm,SBD,Snowboard
Big Air Shougang,Women's Snowboard Big Air Qualification Run 3,Finished,2022-02-14T11:00:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-big-air-qual.htm,SBD,Snowboard
Big Air Shougang,Men's Snowboard Big Air Qualification Run 1,Finished,2022-02-14T13:30:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-big-air-qual.htm,SBD,Snowboard
Big Air Shougang,Men's Snowboard Big Air Qualification Run 2,Finished,2022-02-14T14:15:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-big-air-qual.htm,SBD,Snowboard
Big Air Shougang,Men's Snowboard Big Air Qualification Run 3,Finished,2022-02-14T15:00:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-big-air-qual.htm,SBD,Snowboard
Big Air Shougang,Women's Snowboard Big Air Final Run 1,Finished,2022-02-15T09:30:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-big-air-fnl-.htm,SBD,Snowboard
Big Air Shougang,Women's Snowboard Big Air Final Run 2,Finished,2022-02-15T09:52:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-big-air-fnl-.htm,SBD,Snowboard
Big Air Shougang,Women's Snowboard Big Air Final Run 3,Finished,2022-02-15T10:17:00+08:00,../../../en/results/snowboard/results-women-s-snowboard-big-air-fnl-.htm,SBD,Snowboard
Big Air Shougang,Men's Snowboard Big Air Final Run 1,Finished,2022-02-15T13:00:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-big-air-fnl-.htm,SBD,Snowboard
Big Air Shougang,Men's Snowboard Big Air Final Run 2,Finished,2022-02-15T13:22:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-big-air-fnl-.htm,SBD,Snowboard
Big Air Shougang,Men's Snowboard Big Air Final Run 3,Finished,2022-02-15T13:47:00+08:00,../../../en/results/snowboard/results-men-s-snowboard-big-air-fnl-.htm,SBD,Snowboard
National Speed Skating Oval,Women's 3000m,Finished,2022-02-05T16:30:00+08:00,../../../en/results/speed-skating/results-women-s-3000m-fnl-000100-.htm,SSK,Speed Skating
National Speed Skating Oval,Men's 5000m,Finished,2022-02-06T16:30:00+08:00,../../../en/results/speed-skating/results-men-s-5000m-fnl-000100-.htm,SSK,Speed Skating
National Speed Skating Oval,Women's 1500m,Finished,2022-02-07T16:30:00+08:00,../../../en/results/speed-skating/results-women-s-1500m-fnl-000100-.htm,SSK,Speed Skating
National Speed Skating Oval,Men's 1500m,Finished,2022-02-08T18:30:00+08:00,../../../en/results/speed-skating/results-men-s-1500m-fnl-000100-.htm,SSK,Speed Skating
National Speed Skating Oval,Women's 5000m,Finished,2022-02-10T20:00:00+08:00,../../../en/results/speed-skating/results-women-s-5000m-fnl-000100-.htm,SSK,Speed Skating
National Speed Skating Oval,Men's 10000m,Finished,2022-02-11T16:00:00+08:00,../../../en/results/speed-skating/results-men-s-10000m-fnl-000100-.htm,SSK,Speed Skating
National Speed Skating Oval,Women's Team Pursuit Quarterfinals,Finished,2022-02-12T16:00:00+08:00,../../../en/results/speed-skating/results-women-s-team-pursuit-qfnl-000100-.htm,SSK,Speed Skating
National Speed Skating Oval,Men's 500m,Finished,2022-02-12T16:53:00+08:00,../../../en/results/speed-skating/results-men-s-500m-fnl-000100-.htm,SSK,Speed Skating
National Speed Skating Oval,Men's Team Pursuit Quarterfinals,Finished,2022-02-13T21:00:00+08:00,../../../en/results/speed-skating/results-men-s-team-pursuit-qfnl-000100-.htm,SSK,Speed Skating
National Speed Skating Oval,Women's 500m,Finished,2022-02-13T21:56:00+08:00,../../../en/results/speed-skating/results-women-s-500m-fnl-000100-.htm,SSK,Speed Skating
