name,short_name,gender,birth_date,birth_place,birth_country,country,country_code,discipline,discipline_code,residence_place,residence_country,height_m/ft,url
TUOMINEN Minnamari,TUOMINEN M,Female,1990-06-26,HELSINKI,Finland,Finland,FIN,Ice Hockey,IHO,,,1.65/5'4'',../../../en/results/ice-hockey/athlete-profile-n1005563-minnamari-tuominen.htm
TURGOTT Nimroy,TURGOTT N,Male,1992-08-25,ST. THOMAS,Jamaica,Jamaica,JAM,Bobsleigh,BOB,KINGSTON,Jamaica,,../../../en/results/bobsleigh/athlete-profile-n1051937-nimroy-turgott.htm
TURKKILA Juulia,TURKKILA J,Female,1994-11-03,HELSINKI,Finland,Finland,FIN,Figure Skating,FSK,HELSINKI,Finland,,../../../en/results/figure-skating/athlete-profile-n1025211-juulia-turkkila.htm
TURNBULL Blayre,TURNBULL B,Female,1993-07-15,"NEW GLASGOW, NS",Canada,Canada,CAN,Ice Hockey,IHO,"STELLARTON, NS",Canada,1.70/5'6'',../../../en/results/ice-hockey/athlete-profile-n1036288-blayre-turnbull.htm
TVIBERG Maria Therese,TVIBERG MT,Female,1994-04-07,BERGEN,Norway,Norway,NOR,Alpine Skiing,ALP,OSLO,Norway,,../../../en/results/alpine-skiing/athlete-profile-n1031294-maria-therese-tviberg.htm
TYSHCHENKO Artem,TYSHCHENKO A,Male,1993-12-22,MOKHNATYN,Ukraine,Ukraine,UKR,Biathlon,BTH,CHERNIHIV,Ukraine,,../../../en/results/biathlon/athlete-profile-n1051673-artem-tyshchenko.htm
TYULENEVA Valeriya,TYULENEVA V,Female,1997-09-27,SCHUCHINSK,Kazakhstan,Kazakhstan,KAZ,Cross-Country Skiing,CCS,SCHUCHINSK,Kazakhstan,,../../../en/results/cross-country-skiing/athlete-profile-n1048106-valeriya-tyuleneva.htm
UHLAENDER Katie,UHLAENDER K,Female,1984-07-17,"VAIL, CO",United States of America,United States of America,USA,Skeleton,SKN,"KANSAS, KS",United States of America,,../../../en/results/skeleton/athlete-profile-n1041512-katie-uhlaender.htm
UHRIG Michelle,UHRIG M,Female,1996-01-20,BERLIN,Germany,Germany,GER,Speed Skating,SSK,BERLIN,Germany,1.63/5'4'',../../../en/results/speed-skating/athlete-profile-n1001522-michelle-uhrig.htm
UKITA Rui,UKITA R,Female,1996-06-06,HOKKAIDO,Japan,Japan,JPN,Ice Hockey,IHO,,,1.69/5'6'',../../../en/results/ice-hockey/athlete-profile-n1042435-rui-ukita.htm
ULBING Daniela,ULBING D,Female,1998-02-27,VILLACH,Austria,Austria,AUT,Snowboard,SBD,VILLACH,Austria,,../../../en/results/snowboard/athlete-profile-n1005487-daniela-ulbing.htm
ULEKLEIV Kristian,ULEKLEIV K,Male,1996-08-28,HAMAR,Norway,Norway,NOR,Speed Skating,SSK,GJOEVIK,Norway,1.75/5'8'',../../../en/results/speed-skating/athlete-profile-n1032357-kristian-ulekleiv.htm
ULRICHOVA Klara,ULRICHOVA K,Female,2004-05-14,VALASSKE MEZIRICI,Czech Republic,Czech Republic,CZE,Ski Jumping,SJP,FRENSTST POD RADHOSTEM,Czech Republic,,../../../en/results/ski-jumping/athlete-profile-n1034767-klara-ulrichova.htm
UNO Shoma,UNO S,Male,1997-12-17,NAGOYA,Japan,Japan,JPN,Figure Skating,FSK,NAGOYA,Japan,,../../../en/results/figure-skating/athlete-profile-n1038835-shoma-uno.htm
UNTERSANDER Ramon,UNTERSANDER R,Male,1991-01-21,ALT ST. JOHANN,Switzerland,Switzerland,SUI,Ice Hockey,IHO,BERN,Switzerland,1.83/6'0'',../../../en/results/ice-hockey/athlete-profile-n1049893-ramon-untersander.htm
UNTERWEGER Lisa,UNTERWEGER L,Female,1995-02-04,RAMSAU AM DACHSTEIN,Austria,Austria,AUT,Cross-Country Skiing,CCS,ROTTENMANN / RAMSAU AM DACHSTEIN,Austria,,../../../en/results/cross-country-skiing/athlete-profile-n1005635-lisa-unterweger.htm
UREVC Eva,UREVC E,Female,1995-11-02,JESENICE,Slovenia,Slovenia,SLO,Cross-Country Skiing,CCS,KRNICA,Slovenia,,../../../en/results/cross-country-skiing/athlete-profile-n1050916-eva-urevc.htm
USHKINA Natalia,USHKINA N,Female,1996-09-07,POTMA,Russian Federation,Romania,ROU,Biathlon,BTH,SARANSK,Russian Federation,,../../../en/results/biathlon/athlete-profile-n1031273-natalia-ushkina.htm
USTA Berkin,USTA B,Male,2000-05-29,,,Turkey,TUR,Alpine Skiing,ALP,BURSA,Turkey,,../../../en/results/alpine-skiing/athlete-profile-n1001625-berkin-usta.htm
USTIUGOV Sergey,USTIUGOV S,Male,1992-04-08,MESCHDURETSCHENSKI,Russian Federation,ROC,ROC,Cross-Country Skiing,CCS,YEKATERINBURG,Russian Federation,,../../../en/results/cross-country-skiing/athlete-profile-n1036644-sergey-ustiugov.htm
UUSTALU Aveli,UUSTALU A,Female,2000-10-28,JOHVI,Estonia,Estonia,EST,Cross-Country Skiing,CCS,OTEPAA,Estonia,,../../../en/results/cross-country-skiing/athlete-profile-n1034381-aveli-uustalu.htm
VAAGBERG Magnus,VAAGBERG M,Male,1995-12-23,OSLO,Norway,Norway,NOR,Curling,CUR,BAERUMS VERK,Norway,,../../../en/results/curling/athlete-profile-n1031400-magnus-vaagberg.htm
VACLAVIK Adam,VACLAVIK A,Male,1994-02-18,JILEMNICE,Czech Republic,Czech Republic,CZE,Biathlon,BTH,JILEMNICE,Czech Republic,,../../../en/results/biathlon/athlete-profile-n1034273-adam-vaclavik.htm
VAFINA Alexandra,VAFINA A,Female,1990-07-28,ALMATY,Kazakhstan,ROC,ROC,Ice Hockey,IHO,,,1.64/5'4'',../../../en/results/ice-hockey/athlete-profile-n1056252-alexandra-vafina.htm
VAICIULIS Modestas,VAICIULIS M,Male,1989-04-11,IGNALINA,Lithuania,Lithuania,LTU,Cross-Country Skiing,CCS,IGNALINA,Lithuania,,../../../en/results/cross-country-skiing/athlete-profile-n1042128-modestas-vaiciulis.htm
VAIN Boris,VAIN B,Male,1993-03-11,ABBEVILLE,France,Monaco,MON,Bobsleigh,BOB,AMIENS,France,,../../../en/results/bobsleigh/athlete-profile-n1005671-boris-vain.htm
VAINIKKA Viivi,VAINIKKA V,Female,2001-12-23,ESPOO,Finland,Finland,FIN,Ice Hockey,IHO,KUORTANE,Finland,1.66/5'5'',../../../en/results/ice-hockey/athlete-profile-n1005564-viivi-vainikka.htm
VALCEPINA Arianna,VALCEPINA A,Female,1994-05-09,SONDALO,Italy,Italy,ITA,Short Track Speed Skating,STK,,Italy,,../../../en/results/short-track-speed-skating/athlete-profile-n1034967-arianna-valcepina.htm
VALCEPINA Martina,VALCEPINA M,Female,1992-06-04,SONDALO,Italy,Italy,ITA,Short Track Speed Skating,STK,BORMIO,Italy,,../../../en/results/short-track-speed-skating/athlete-profile-n1034961-martina-valcepina.htm
VALDES Carlo,VALDES C,Male,1990-02-11,"NEWPORT BEACH, CA",United States of America,United States of America,USA,Bobsleigh,BOB,"LOS ANGELES, CA",United States of America,,../../../en/results/bobsleigh/athlete-profile-n1041462-carlo-valdes.htm
VALIEVA Kamila,VALIEVA K,Female,2006-04-26,KAZAN,Russian Federation,ROC,ROC,Figure Skating,FSK,MOSCOW,Russian Federation,,../../../en/results/figure-skating/athlete-profile-n1057109-kamila-valieva.htm
VALLARIO Nicole,VALLARIO N,Female,2001-08-30,LUGANO,Switzerland,Switzerland,SUI,Ice Hockey,IHO,"ST. PAUL, MN",United States of America,1.66/5'5'',../../../en/results/ice-hockey/athlete-profile-n1049894-nicole-vallario.htm
VALLET Edgar,VALLET E,Male,2000-06-26,PONTARLIER,France,France,FRA,Nordic Combined,NCB,MONTPERREUX,France,,../../../en/results/nordic-combined/athlete-profile-n1035858-edgar-vallet.htm
VALNES Erik,VALNES E,Male,1996-04-19,TROMSO,Norway,Norway,NOR,Cross-Country Skiing,CCS,TROMSO,Norway,,../../../en/results/cross-country-skiing/athlete-profile-n1032204-erik-valnes.htm
van den BROECKE Dries,van den BROECKE D,Male,1995-05-10,GHENT,Belgium,Belgium,BEL,Alpine Skiing,ALP,GHENT,Belgium,,../../../en/results/alpine-skiing/athlete-profile-n1045286-dries-van-den-broecke.htm
van der GRAAFF Laurien,van der GRAAFF L,Female,1987-10-14,NIEUWKOOP,Netherlands,Switzerland,SUI,Cross-Country Skiing,CCS,DAVOS,Switzerland,1.67/5'5'',../../../en/results/cross-country-skiing/athlete-profile-n1049895-laurien-van-der-graaff.htm
van der POEL Nils,van der POEL N,Male,1996-04-25,TROLLHATTAN,Sweden,Sweden,SWE,Speed Skating,SSK,VASTERAS,Sweden,1.84/6'0'',../../../en/results/speed-skating/athlete-profile-n1044123-nils-van-der-poel.htm
van der VELDEN Niek,van der VELDEN N,Male,2000-05-28,NISPEN,Netherlands,Netherlands,NED,Snowboard,SBD,PAPENDAL,Netherlands,,../../../en/results/snowboard/athlete-profile-n1051196-niek-van-der-velden.htm
van KERKHOF Yara,van KERKHOF Y,Female,1990-05-31,ZOETERMEER,Netherlands,Netherlands,NED,Short Track Speed Skating,STK,HEERENVEEN,Netherlands,,../../../en/results/short-track-speed-skating/athlete-profile-n1055963-yara-van-kerkhof.htm
van POTTELBERGHE Joren,van POTTELBERGHE J,Male,1997-06-05,ZUG,Switzerland,Switzerland,SUI,Ice Hockey,IHO,BIEL/BIENNE,Switzerland,1.89/6'2'',../../../en/results/ice-hockey/athlete-profile-n1049896-joren-van-pottelberghe.htm
van 'T WOUT Jens,van 'T WOUT J,Male,2001-10-06,,Netherlands,Netherlands,NED,Short Track Speed Skating,STK,SINTJOHANNESGA,Netherlands,,../../../en/results/short-track-speed-skating/athlete-profile-n1054327-jens-van-t-wout.htm
van ZUNDERT Lindsay,van ZUNDERT L,Female,2005-02-01,ETTEN-LEUR,Netherlands,Netherlands,NED,Figure Skating,FSK,ETTEN-LEUR,Netherlands,,../../../en/results/figure-skating/athlete-profile-n1054329-lindsay-van-zundert.htm
VANHANEN Sanni,VANHANEN S,Female,2005-07-01,,,Finland,FIN,Ice Hockey,IHO,,,1.65/5'4'',../../../en/results/ice-hockey/athlete-profile-n1035643-sanni-vanhanen.htm
VANISOVA Tereza,VANISOVA T,Female,1996-01-30,,Czech Republic,Czech Republic,CZE,Ice Hockey,IHO,,,1.69/5'6'',../../../en/results/ice-hockey/athlete-profile-n1055719-tereza-vanisova.htm
VANNIEUWENHUYSE An,VANNIEUWENHUYSE A,Female,1991-03-03,JETTE,Belgium,Belgium,BEL,Bobsleigh,BOB,GHENT,Belgium,,../../../en/results/bobsleigh/athlete-profile-n1045275-an-vannieuwenhuyse.htm
VARABEI Maksim,VARABEI M,Male,1995-12-10,BORISOV,Belarus,Belarus,BLR,Biathlon,BTH,BORISOV,Belarus,,../../../en/results/biathlon/athlete-profile-n1000223-maksim-varabei.htm
VARABYOVA Yauheniya,VARABYOVA Y,Female,1998-04-01,MOGILEV,Belarus,Belarus,BLR,Speed Skating,SSK,MINSK,Belarus,1.77/5'9'',../../../en/results/speed-skating/athlete-profile-n1001582-yauheniya-varabyova.htm
VARIOLA Mattia,VARIOLA M,Male,1995-05-17,SAN VITO AL TAGLIAMENTO,Italy,Italy,ITA,Bobsleigh,BOB,BAGNAROLA,Italy,,../../../en/results/bobsleigh/athlete-profile-n1015412-mattia-variola.htm
VARNYU Alex,VARNYU A,Male,1995-08-01,BUDAPEST,Hungary,Hungary,HUN,Short Track Speed Skating,STK,,,,../../../en/results/short-track-speed-skating/athlete-profile-n1044499-alex-varnyu.htm
VASILEVA Lilia,VASILEVA L,Female,1994-05-03,MOZHGA,Russian Federation,ROC,ROC,Cross-Country Skiing,CCS,IZHEVSK,Russian Federation,,../../../en/results/cross-country-skiing/athlete-profile-n1036649-lilia-vasileva.htm
VASILJEVS Deniss,VASILJEVS D,Male,1999-08-09,DAUGAVPILS,Latvia,Latvia,LAT,Figure Skating,FSK,CHAMPERY,Switzerland,,../../../en/results/figure-skating/athlete-profile-n1037340-deniss-vasiljevs.htm
VASILTCOVA Mariia,VASILTCOVA M,Female,1995-06-22,NOVOSIBIRSK,Russian Federation,ROC,ROC,Snowboard,SBD,NOVOSIBIRSK,Russian Federation,,../../../en/results/snowboard/athlete-profile-n1036841-mariia-vasiltcova.htm
VASSILYEV Danil,VASSILYEV D,Male,2004-07-22,,,Kazakhstan,KAZ,Ski Jumping,SJP,,,,../../../en/results/ski-jumping/athlete-profile-n1057521-danil-vassilyev.htm
VATANEN Sami,VATANEN S,Male,1991-06-03,JYVASKYLA,Finland,Finland,FIN,Ice Hockey,IHO,GENEVA,Switzerland,1.79/5'10'',../../../en/results/ice-hockey/athlete-profile-n1013096-sami-vatanen.htm
VAVERCAK Tomas,VAVERCAK T,Male,1999-07-15,POPRAD,Slovakia,Slovakia,SVK,Luge,LUG,DOLNY SMOKOVEC,Slovakia,,../../../en/results/luge/athlete-profile-n1053162-tomas-vavercak.htm
VEDDER Jake,VEDDER Jake,Male,1998-04-16,"PINCKNEY, MI",United States of America,United States of America,USA,Snowboard,SBD,"PINCKNEY, MI",United States of America,,../../../en/results/snowboard/athlete-profile-n8600501-jake-vedder.htm
VEENKER Dennis,VEENKER D,Male,1992-08-23,,,Netherlands,NED,Bobsleigh,BOB,HEERENVEEN,Netherlands,,../../../en/results/bobsleigh/athlete-profile-n1045091-dennis-veenker.htm
VEJDELEK Filip,VEJDELEK F,Male,1998-11-25,JABLONEC NAD NISOU,Czech Republic,Czech Republic,CZE,Luge,LUG,JABLONEC NAD NISOU,Czech Republic,,../../../en/results/luge/athlete-profile-n1033468-filip-vejdelek.htm
VELICHKO Yevgeniy,VELICHKO Y,Male,1987-04-02,SCHUCHINSK,Kazakhstan,Kazakhstan,KAZ,Cross-Country Skiing,CCS,KOKSHETAU,Kazakhstan,,../../../en/results/cross-country-skiing/athlete-profile-n1048096-yevgeniy-velichko.htm
VELZEBOER Xandra,VELZEBOER X,Female,2001-09-07,CULEMBORG,Netherlands,Netherlands,NED,Short Track Speed Skating,STK,CULEMBORG,Netherlands,,../../../en/results/short-track-speed-skating/athlete-profile-n1054332-xandra-velzeboer.htm
VENTURA Paolo,VENTURA P,Male,1996-04-01,CAVALESE,Italy,Italy,ITA,Cross-Country Skiing,CCS,TESERO,Italy,,../../../en/results/cross-country-skiing/athlete-profile-n1037116-paolo-ventura.htm
VERBIJ Kai,VERBIJ K,Male,1994-09-25,LEIDERDORP,Netherlands,Netherlands,NED,Speed Skating,SSK,HEERENVEEN,Netherlands,1.84/6'0'',../../../en/results/speed-skating/athlete-profile-n1054334-kai-verbij.htm
VERDU Joan,VERDU J,Male,1995-05-23,ESCALDES-ENGORDANY,Andorra,Andorra,AND,Alpine Skiing,ALP,ANDORRA LA VELLA,Andorra,,../../../en/results/alpine-skiing/athlete-profile-n1032468-joan-verdu.htm
VERGINER Alex,VERGINER A,Male,1994-10-03,SAN MARTINO IN BADIA/ST. MARTIN IN THURN,Italy,Italy,ITA,Bobsleigh,BOB,,,,../../../en/results/bobsleigh/athlete-profile-n1015274-alex-verginer.htm
VERMEULEN Mika,VERMEULEN M,Male,1999-06-26,,,Austria,AUT,Cross-Country Skiing,CCS,LILLEHAMMER,Norway,,../../../en/results/cross-country-skiing/athlete-profile-n1005636-mika-vermeulen.htm
VERMIN Joel,VERMIN J,Male,1992-02-05,FRAUENKAPPELEN,Switzerland,Switzerland,SUI,Ice Hockey,IHO,GENEVA,Switzerland,1.83/6'0'',../../../en/results/ice-hockey/athlete-profile-n1049898-joel-vermin.htm
VERSLUIS Matthias,VERSLUIS M,Male,1994-07-18,GENOLIER,Switzerland,Finland,FIN,Figure Skating,FSK,HELSINKI,Finland,,../../../en/results/figure-skating/athlete-profile-n1025213-matthias-versluis.htm
VESA Emilia,VESA E,Female,2001-01-03,,Finland,Finland,FIN,Ice Hockey,IHO,,,1.77/5'9'',../../../en/results/ice-hockey/athlete-profile-n1045442-emilia-vesa.htm
VESTERSTEIN Kaitlyn,VESTERSTEIN K,Female,1999-06-21,"DULUTH, MN",United States of America,Estonia,EST,Alpine Skiing,ALP,"SALT LAKE CITY, UT",United States of America,,../../../en/results/alpine-skiing/athlete-profile-n1016193-kaitlyn-vesterstein.htm
VIANO Richardson,VIANO R,Male,2002-08-16,LA CROIX DES MISSIONS,Haiti,Haiti,HAI,Alpine Skiing,ALP,L'ARGENTIERE-LA-BESSEE,France,,../../../en/results/alpine-skiing/athlete-profile-n1034018-richardson-viano.htm
VICKTOR Noah,VICKTOR N,Male,2001-08-18,FREILASSING,Germany,Germany,GER,Snowboard,SBD,FREILASSING,Germany,,../../../en/results/snowboard/athlete-profile-n1001657-noah-vicktor.htm
VIDOVIC Matej,VIDOVIC M,Male,1993-04-14,ZAGREB,Croatia,Croatia,CRO,Alpine Skiing,ALP,ZAGREB,Croatia,,../../../en/results/alpine-skiing/athlete-profile-n1035955-matej-vidovic.htm
VIERELA Severi,VIERELA S,Male,2001-10-25,ROVANIEMI,Finland,Finland,FIN,Freestyle Skiing,FRS,ROVANIEMI,Finland,,../../../en/results/freestyle-skiing/athlete-profile-n1013097-severi-vierela.htm
VIGANTS Raimo,VIGANTS R,Male,1999-02-25,MADONA,Latvia,Latvia,LAT,Cross-Country Skiing,CCS,SARKANI,Latvia,,../../../en/results/cross-country-skiing/athlete-profile-n1045900-raimo-vigants.htm
VIITASUO Ella,VIITASUO E,Female,1996-05-27,LAHTI,Finland,Finland,FIN,Ice Hockey,IHO,,,1.72/5'7'',../../../en/results/ice-hockey/athlete-profile-n1005565-ella-viitasuo.htm
VIK Lars Young,VIK LY,Male,2001-01-09,OSLO,Norway,Australia,AUS,Cross-Country Skiing,CCS,OSLO,Norway,,../../../en/results/cross-country-skiing/athlete-profile-n1046141-lars-young-vik.htm
VILA OBIOLS Carola,VILA OBIOLS C,Female,1999-01-19,ESCALDES-ENGORDANY,Andorra,Andorra,AND,Cross-Country Skiing,CCS,ESCALDES-ENGORDANY,Andorra,,../../../en/results/cross-country-skiing/athlete-profile-n1033002-carola-vila-obiols.htm
VILLANI Sara,VILLANI S,Female,1996-09-19,"MISSISSAUGA, ON",Canada,Canada,CAN,Bobsleigh,BOB,NORVAL,Canada,,../../../en/results/bobsleigh/athlete-profile-n1054974-sara-villani.htm
VINATZER Alex,VINATZER A,Male,1999-09-22,BOLZANO,Italy,Italy,ITA,Alpine Skiing,ALP,SELVA DI VAL GARDENA,Italy,,../../../en/results/alpine-skiing/athlete-profile-n1015106-alex-vinatzer.htm
VINECKI Winter,VINECKI W,Female,1998-12-18,"GRAND RAPIDS, MI",United States of America,United States of America,USA,Freestyle Skiing,FRS,"GAYLORD, MI",United States of America,,../../../en/results/freestyle-skiing/athlete-profile-n1044810-winter-vinecki.htm
VINOGRADOVS Markuss,VINOGRADOVS M,Male,2002-05-27,,Latvia,Latvia,LAT,Nordic Combined,NCB,TRONDHEIM,Norway,,../../../en/results/nordic-combined/athlete-profile-n1038243-markuss-vinogradovs.htm
VISHNEVSKAYA-SHEPORENKO Galina,VISHNEVSKAYA-SHEP.,Female,1994-02-10,SEMEY,Kazakhstan,Kazakhstan,KAZ,Biathlon,BTH,SEMEY,Kazakhstan,,../../../en/results/biathlon/athlete-profile-n1057531-galina-vishnevskaya-sheporenko.htm
VISINTIN Omar,VISINTIN O,Male,1989-10-22,MERANO,Italy,Italy,ITA,Snowboard,SBD,LAGUNDO,Italy,,../../../en/results/snowboard/athlete-profile-n1015405-omar-visintin.htm
VITO III Louis Philip,VITO III LP,Male,1988-03-20,"COLUMBUS, OH",United States of America,Italy,ITA,Snowboard,SBD,"SALT LAKE CITY, UT",United States of America,,../../../en/results/snowboard/athlete-profile-n1038188-louis-philip-vito-iii.htm
VITOLA Elina Ieva,VITOLA EI,Female,2000-05-14,SIGULDA,Latvia,Latvia,LAT,Luge,LUG,SIGULDA,Latvia,,../../../en/results/luge/athlete-profile-n1037158-elina-ieva-vitola.htm
VITTOZZI Lisa,VITTOZZI L,Female,1995-02-04,PIEVE DI CADORE,Italy,Italy,ITA,Biathlon,BTH,SAPPADA,Italy,,../../../en/results/biathlon/athlete-profile-n1037135-lisa-vittozzi.htm
VLHOVA Petra,VLHOVA P,Female,1995-06-13,LIPTOVSKY MIKULAS,Slovakia,Slovakia,SVK,Alpine Skiing,ALP,LIPTOVSKY MIKULAS,Slovakia,,../../../en/results/alpine-skiing/athlete-profile-n1054100-petra-vlhova.htm
VOBORNIKOVA Tereza,VOBORNIKOVA T,Female,2000-05-31,VRCHLABI,Czech Republic,Czech Republic,CZE,Biathlon,BTH,HOSTINNE,Czech Republic,,../../../en/results/biathlon/athlete-profile-n1034266-tereza-vobornikova.htm
VOCKENSPERGER Leon,VOCKENSPERGER L,Male,1999-08-25,ROSENHEIM,Germany,Germany,GER,Snowboard,SBD,FLINTSBACH AM INN,Germany,,../../../en/results/snowboard/athlete-profile-n1001649-leon-vockensperger.htm
VOETTER Andrea,VOETTER A,Female,1995-04-03,BRESSANONE,Italy,Italy,ITA,Luge,LUG,VOELS AM SCHLERN,Italy,,../../../en/results/luge/athlete-profile-n1015400-andrea-voetter.htm
VOGT Michael,VOGT M,Male,1997-12-29,,Switzerland,Switzerland,SUI,Bobsleigh,BOB,WANGEN,Switzerland,,../../../en/results/bobsleigh/athlete-profile-n1049899-michael-vogt.htm
VOIGT Brooke,VOIGT B,Female,1993-11-17,"FORT MCMURRAY, AB",Canada,Canada,CAN,Snowboard,SBD,"WHISTLER, BC",Canada,,../../../en/results/snowboard/athlete-profile-n1045865-brooke-voigt.htm
VOIGT Vanessa,VOIGT V,Female,1997-10-07,SCHMALKALDEN,Germany,Germany,GER,Biathlon,BTH,OBERHOF,Germany,,../../../en/results/biathlon/athlete-profile-n1012797-vanessa-voigt.htm
VOINOV Vyacheslav,VOINOV V,Male,1990-01-15,CHELYABINSK,USSR,ROC,ROC,Ice Hockey,IHO,MOSCOW,Russian Federation,1.82/5'11'',../../../en/results/ice-hockey/athlete-profile-n1056410-vyacheslav-voinov.htm
VOISIN Maggie,VOISIN M,Female,1998-12-14,"WHITEFISH, MT",United States of America,United States of America,USA,Freestyle Skiing,FRS,"WHITEFISH, MT",United States of America,,../../../en/results/freestyle-skiing/athlete-profile-n1044760-maggie-voisin.htm
VOLFA Estere,VOLFA E,Female,2005-04-11,CESIS,Latvia,Latvia,LAT,Cross-Country Skiing,CCS,CESIS,Latvia,,../../../en/results/cross-country-skiing/athlete-profile-n1038228-estere-volfa.htm
VOLKER Charlie,VOLKER C,Male,1997-05-23,"FAIR HAVEN, NJ",United States of America,United States of America,USA,Bobsleigh,BOB,,United States of America,,../../../en/results/bobsleigh/athlete-profile-n1041468-charlie-volker.htm
von APPEN Henrik,von APPEN H,Male,1994-12-15,SANTIAGO,Chile,Chile,CHI,Alpine Skiing,ALP,SANTIAGO,Chile,,../../../en/results/alpine-skiing/athlete-profile-n1035539-henrik-von-appen.htm
VORANAU Aliaksandr,VORANAU A,Male,1990-03-15,MOGILEV,Belarus,Belarus,BLR,Cross-Country Skiing,CCS,MOGILEV,Belarus,,../../../en/results/cross-country-skiing/athlete-profile-n1002557-aliaksandr-voranau.htm
VORONINA Natalia,VORONINA N,Female,1994-10-21,NIZHNY NOVGOROD,Russian Federation,ROC,ROC,Speed Skating,SSK,KOLOMNA,Russian Federation,1.63/5'4'',../../../en/results/speed-skating/athlete-profile-n1037989-natalia-voronina.htm
VORONKOV Dmitri,VORONKOV D,Male,2000-09-10,ANGARSK,Russian Federation,ROC,ROC,Ice Hockey,IHO,KAZAN,Russian Federation,1.92/6'3'',../../../en/results/ice-hockey/athlete-profile-n1056457-dmitri-voronkov.htm
VOSTE Mathias,VOSTE M,Male,1994-05-20,BRUGES,Belgium,Belgium,BEL,Speed Skating,SSK,NIJEHOLTWOLDE,Netherlands,1.85/6'0'',../../../en/results/speed-skating/athlete-profile-n1052803-mathias-voste.htm
VOSTRIKOVA Anna,VOSTRIKOVA A,Female,2002-08-24,RYBINSK,Russian Federation,ROC,ROC,Short Track Speed Skating,STK,RYBINSK,Russian Federation,,../../../en/results/short-track-speed-skating/athlete-profile-n1037957-anna-vostrikova.htm
VRHOVNIK Vid,VRHOVNIK V,Male,1999-07-12,SLOVENJ GRADEC,Slovenia,Slovenia,SLO,Nordic Combined,NCB,,Slovenia,,../../../en/results/nordic-combined/athlete-profile-n1051183-vid-vrhovnik.htm
VUJICIC Jelena,VUJICIC J,Female,2001-01-24,PLJEVLJA,Montenegro,Montenegro,MNE,Alpine Skiing,ALP,ZABLJAK,Montenegro,,../../../en/results/alpine-skiing/athlete-profile-n1045526-jelena-vujicic.htm
VUKADINOVA Eva,VUKADINOVA E,Female,2001-03-23,SOFIA,Bulgaria,Bulgaria,BUL,Alpine Skiing,ALP,SOFIA,Bulgaria,,../../../en/results/alpine-skiing/athlete-profile-n1016424-eva-vukadinova.htm
VUKICEVIC Marko,VUKICEVIC M,Male,1992-10-27,LJUBLJANA,Slovenia,Serbia,SRB,Alpine Skiing,ALP,LJUBLJANA,Slovenia,,../../../en/results/alpine-skiing/athlete-profile-n1034932-marko-vukicevic.htm
VUORINEN Lauri,VUORINEN L,Male,1995-01-01,PERNIO,Finland,Finland,FIN,Cross-Country Skiing,CCS,ROVANIEMI,Finland,,../../../en/results/cross-country-skiing/athlete-profile-n1025214-lauri-vuorinen.htm
VYTRVAL Jan,VYTRVAL J,Male,1998-05-08,JILEMNICE,Czech Republic,Czech Republic,CZE,Nordic Combined,NCB,HARRACHOV,Czech Republic,,../../../en/results/nordic-combined/athlete-profile-n1033631-jan-vytrval.htm
WAGNER Fabio,WAGNER F,Male,1995-09-17,LANDSHUT,Germany,Germany,GER,Ice Hockey,IHO,INGOLSTADT,Germany,1.83/6'0'',../../../en/results/ice-hockey/athlete-profile-n1001189-fabio-wagner.htm
WAKUSHIMA Cool,WAKUSHIMA C,Female,2002-05-10,TOKYO,Japan,New Zealand,NZL,Snowboard,SBD,QUEENSTOWN,New Zealand,,../../../en/results/snowboard/athlete-profile-n1055088-cool-wakushima.htm
WALCZYK Dylan,WALCZYK D,Male,1993-06-25,"ROCHESTER, NY",United States of America,United States of America,USA,Freestyle Skiing,FRS,"VAIL, CO",United States of America,,../../../en/results/freestyle-skiing/athlete-profile-n1044703-dylan-walczyk.htm
WALKER Breeana,WALKER B,Female,1992-08-28,,Australia,Australia,AUS,Bobsleigh,BOB,WIESBADEN,Germany,,../../../en/results/bobsleigh/athlete-profile-n1046125-breeana-walker.htm
WALKER Geoff,WALKER G,Male,1985-11-28,"BEAVERLODGE, AB",Canada,Canada,CAN,Curling,CUR,"EDMONTON, AB",Canada,,../../../en/results/curling/athlete-profile-n1054777-geoff-walker.htm
WALKER Tristan,WALKER T,Male,1991-05-16,"CALGARY, AB",Canada,Canada,CAN,Luge,LUG,"COCHRANE, A.B.",Canada,,../../../en/results/luge/athlete-profile-n1037717-tristan-walker.htm
WALLACE Lloyd,WALLACE L,Male,1995-02-13,SOUTHAMPTON,Great Britain,Great Britain,GBR,Freestyle Skiing,FRS,SHAFTESBURY,Great Britain,,../../../en/results/freestyle-skiing/athlete-profile-n1045713-lloyd-wallace.htm
WALLASCH Tyler,WALLASCH T,Male,1994-06-08,"LOS ANGELES, CA",United States of America,United States of America,USA,Freestyle Skiing,FRS,"MAMMOTH LAKES, CA",United States of America,,../../../en/results/freestyle-skiing/athlete-profile-n1044807-tyler-wallasch.htm
WALLBERG Walter,WALLBERG W,Male,2000-03-24,BOLLNAS,Sweden,Sweden,SWE,Freestyle Skiing,FRS,ARE,Sweden,,../../../en/results/freestyle-skiing/athlete-profile-n1035305-walter-wallberg.htm
