No.,Name,Position,G,A,P,PIM,TS,+/-,TOT,SHF,AVG,Sh_Period_1,Time_On_Ice_Period_1,Sh_Period_2,Time_On_Ice_Period_2,Sh_Period_3,Time_On_Ice_Period_3,url_game,team,Sh_OverTime,Time_On_Ice_OverTime
10,HOLOPAINEN EHOLOPAINEN Elisa,F,0.0,2.0,2.0,0.0,4.0,1.0,17:30,31.0,0:33,0.0,5:21,2.0,6:20,2.0,5:49,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Finland,,
15,TUOMINEN MTUOMINEN Minnamari,D,0.0,0.0,0.0,0.0,3.0,1.0,19:15,32.0,0:36,0.0,6:02,2.0,5:21,1.0,7:52,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Finland,,
24,VAINIKKA VVAINIKKA Viivi,F,1.0,0.0,1.0,0.0,5.0,1.0,16:33,28.0,0:35,2.0,5:26,2.0,5:05,1.0,6:02,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Finland,,
40,TULUS NTULUS Noora,F,0.0,1.0,1.0,0.0,2.0,1.0,19:11,37.0,0:31,1.0,7:06,0.0,6:26,1.0,5:39,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Finland,,
7,RANTALA SRANTALA Sanni,D,0.0,0.0,0.0,0.0,2.0,0.0,11:55,22.0,0:32,1.0,4:30,1.0,3:48,0.0,3:37,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Finland,,
9,LAITINEN NLAITINEN Nelli,D,1.0,0.0,1.0,2.0,5.0,1.0,17:44,34.0,0:31,1.0,5:19,3.0,5:55,1.0,6:30,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Finland,,
23,HAKALA SHAKALA Sanni,F,0.0,0.0,0.0,0.0,2.0,0.0,12:03,26.0,0:27,0.0,3:13,2.0,4:29,0.0,4:21,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Finland,,
34,SUNDELIN SSUNDELIN Sofianna,F,0.0,0.0,0.0,0.0,0.0,0.0,3:27,12.0,0:17,0.0,2:41,0.0,0:41,0.0,0:05,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Finland,,
61,NISKANEN TNISKANEN Tanja,F,0.0,0.0,0.0,2.0,1.0,0.0,11:00,25.0,0:26,1.0,3:22,0.0,3:41,0.0,3:57,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Finland,,
2,KARJALAINEN SKARJALAINEN Sini,D,0.0,0.0,0.0,0.0,0.0,0.0,9:25,14.0,0:40,0.0,3:40,0.0,4:16,0.0,1:29,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Finland,,
12,VANHANEN SVANHANEN Sanni,F,0.0,0.0,0.0,0.0,0.0,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Finland,,
27,LIIKALA JLIIKALA Julia,F,0.0,0.0,0.0,0.0,0.0,0.0,3:28,9.0,0:23,0.0,2:15,0.0,1:13,0.0,0:00,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Finland,,
28,NYLUND JNYLUND Jenniina,F,0.0,0.0,0.0,0.0,4.0,0.0,10:44,24.0,0:26,1.0,2:26,3.0,3:47,0.0,4:31,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Finland,,
32,VESA EVESA Emilia,F,0.0,0.0,0.0,0.0,0.0,0.0,3:19,7.0,0:28,0.0,2:19,0.0,1:00,0.0,0:00,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Finland,,
1,MAKINEN EMAKINEN Eveliina,GK,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Finland,,
29,MAURER SMAURER Saskia,GK,0.0,0.0,0.0,0.0,0.0,,0:00,,0:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
20,BRAENDLI ABRAENDLI Andrea,GK,0.0,0.0,0.0,0.0,0.0,,60:00,,60:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
7,STALDER LSTALDER Lara,F,0.0,0.0,0.0,0.0,2.0,0.0,24:14,27.0,0:53,2.0,7:38,0.0,8:55,0.0,7:41,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
17,CHRISTEN LCHRISTEN Lara,D,0.0,0.0,0.0,0.0,0.0,0.0,28:38,38.0,0:45,0.0,7:18,0.0,11:03,0.0,10:17,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
22,LEEMANN SLEEMANN Sinja,D,0.0,0.0,0.0,0.0,0.0,-1.0,21:57,29.0,0:45,0.0,7:25,0.0,6:47,0.0,7:45,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
25,MULLER AMULLER Alina,F,0.0,0.0,0.0,0.0,2.0,0.0,25:51,33.0,0:47,1.0,8:13,0.0,9:17,1.0,8:21,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
88,STAENZ PSTAENZ Phoebe,F,0.0,0.0,0.0,0.0,0.0,0.0,23:35,29.0,0:48,0.0,8:19,0.0,7:38,0.0,7:38,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
14,RASELLI ERASELLI Evelina,F,0.0,0.0,0.0,0.0,1.0,-1.0,21:06,33.0,0:38,0.0,7:06,0.0,6:53,1.0,7:07,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
16,VALLARIO NVALLARIO Nicole,D,0.0,0.0,0.0,0.0,2.0,-1.0,17:36,31.0,0:34,1.0,5:55,0.0,4:29,1.0,7:12,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
21,ENZLER RENZLER Rahel,F,0.0,0.0,0.0,0.0,2.0,-1.0,8:48,15.0,0:35,2.0,3:34,0.0,4:12,0.0,1:02,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
23,BULLO NBULLO Nicole,D,0.0,0.0,0.0,0.0,0.0,0.0,14:50,28.0,0:31,0.0,4:49,0.0,4:44,0.0,5:17,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
26,RUEGG DRUEGG Dominique,F,0.0,0.0,0.0,0.0,1.0,-1.0,17:19,27.0,0:38,0.0,5:11,1.0,6:19,0.0,5:49,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
9,SIGRIST SSIGRIST Shannon,D,0.0,0.0,0.0,0.0,0.0,-1.0,13:18,24.0,0:33,0.0,4:38,0.0,4:29,0.0,4:11,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
15,ZIMMERMANN LZIMMERMANN Laura,F,0.0,0.0,0.0,2.0,1.0,-1.0,7:32,16.0,0:28,0.0,3:23,0.0,0:48,1.0,3:21,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
18,WETLI SWETLI Stefanie,D,0.0,0.0,0.0,0.0,0.0,-1.0,13:15,24.0,0:33,0.0,4:49,0.0,2:11,0.0,6:15,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
28,MARTI AMARTI Alina,D,0.0,0.0,0.0,0.0,2.0,-1.0,10:57,18.0,0:36,0.0,3:50,1.0,3:48,1.0,3:19,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
71,LUTZ LMLUTZ Lena Marie,F,0.0,0.0,0.0,2.0,2.0,-1.0,14:40,22.0,0:40,0.0,4:40,1.0,4:34,1.0,5:26,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
3,FORSTER SFORSTER Sarah,D,0.0,0.0,0.0,0.0,0.0,0.0,7:13,11.0,0:39,0.0,2:59,0.0,2:16,0.0,1:58,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
4,HOFSTETTER NHOFSTETTER Nadine,D,0.0,0.0,0.0,0.0,0.0,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
8,QUENNEC KQUENNEC Kaleigh,F,0.0,0.0,0.0,0.0,0.0,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
24,RYHNER NRYHNER Noemi,F,0.0,0.0,0.0,0.0,0.0,0.0,10:52,15.0,0:43,0.0,2:42,0.0,4:25,0.0,3:45,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
98,MOY KMOY Keely,F,0.0,0.0,0.0,4.0,0.0,0.0,8:43,13.0,0:40,0.0,4:27,0.0,4:16,0.0,0:00,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
12,RUEDI LRUEDI Lisa,F,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
39,SPIES CSPIES Caroline,GK,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-fnl-000200-.htm,Switzerland,,
35,HELLBERG MHELLBERG Magnus,GK,0.0,0.0,0.0,0.0,0.0,,0:00,,0:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
31,JOHANSSON LJOHANSSON Lars,GK,0.0,0.0,0.0,0.0,0.0,,60:00,,60:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
5,FANTENBERG OFANTENBERG Oscar,D,0.0,0.0,0.0,0.0,0.0,2.0,15:47,29.0,0:32,0.0,5:29,0.0,5:53,0.0,4:25,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
32,BENGTSSON LBENGTSSON Lukas,D,0.0,0.0,0.0,0.0,1.0,1.0,17:37,28.0,0:37,1.0,5:36,0.0,6:09,0.0,5:52,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
48,KLINGBERG CKLINGBERG Carl,F,0.0,0.0,0.0,0.0,4.0,1.0,16:46,29.0,0:34,1.0,7:03,2.0,4:05,1.0,5:38,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
58,LANDER ALANDER Anton,F,1.0,0.0,1.0,2.0,2.0,1.0,17:21,28.0,0:37,0.0,6:42,1.0,5:08,1.0,5:31,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
86,BROME MBROME Mathias,F,0.0,0.0,0.0,0.0,2.0,0.0,15:09,23.0,0:39,1.0,5:47,1.0,4:03,0.0,5:19,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
2,FOLIN CFOLIN Christian,D,0.0,0.0,0.0,2.0,3.0,0.0,17:07,29.0,0:35,1.0,6:06,1.0,3:58,1.0,7:03,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
8,OLOFSSON FOLOFSSON Fredrik,F,0.0,0.0,0.0,0.0,0.0,1.0,10:22,15.0,0:41,0.0,4:31,0.0,3:26,0.0,2:25,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
23,WALLMARK LWALLMARK Lucas,F,1.0,0.0,1.0,0.0,1.0,1.0,14:15,20.0,0:42,0.0,6:18,0.0,5:16,1.0,2:41,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
29,HOLMBERG PHOLMBERG Pontus,F,0.0,1.0,1.0,0.0,1.0,2.0,10:31,19.0,0:33,0.0,3:44,1.0,2:59,0.0,3:48,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
52,HOLM PHOLM Philip,D,0.0,0.0,0.0,0.0,1.0,0.0,16:47,28.0,0:35,0.0,4:39,0.0,5:48,1.0,6:20,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
7,TOMMERNES HTOMMERNES Henrik,D,0.0,0.0,0.0,0.0,2.0,1.0,22:26,34.0,0:39,2.0,7:41,0.0,7:39,0.0,7:06,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
18,EVERBERG DEVERBERG Dennis,F,0.0,0.0,0.0,0.0,1.0,0.0,14:36,27.0,0:32,1.0,3:44,0.0,4:57,0.0,5:55,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
59,JOHANSSON LJOHANSSON Linus,F,0.0,0.0,0.0,0.0,1.0,0.0,11:52,20.0,0:35,0.0,2:45,0.0,3:03,1.0,6:04,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
64,PUDAS JPUDAS Jonathan,D,0.0,0.0,0.0,0.0,2.0,0.0,16:50,27.0,0:37,0.0,6:30,2.0,5:23,0.0,4:57,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
95,de la ROSE Jde la ROSE Jacob,F,0.0,0.0,0.0,0.0,3.0,0.0,15:46,25.0,0:37,2.0,4:37,0.0,5:07,1.0,6:02,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
12,FRIBERG MFRIBERG Max,F,0.0,0.0,0.0,0.0,1.0,0.0,16:08,22.0,0:44,1.0,4:45,0.0,5:42,0.0,5:41,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
16,KRUGER MKRUGER Marcus,F,0.0,0.0,0.0,0.0,0.0,0.0,15:11,26.0,0:35,0.0,4:18,0.0,5:23,0.0,5:30,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
33,HULTSTROM LHULTSTROM Linus,D,0.0,0.0,0.0,0.0,0.0,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
42,NORDSTROM JNORDSTROM Joakim,F,0.0,0.0,0.0,2.0,0.0,0.0,14:30,24.0,0:36,0.0,3:48,0.0,6:06,0.0,4:36,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
81,LENNSTROM TLENNSTROM Theodor,D,0.0,0.0,0.0,0.0,1.0,0.0,11:58,15.0,0:47,0.0,3:05,0.0,4:53,1.0,4:00,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
15,RYDAHL GRYDAHL Gustav,F,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
34,BRODIN DBRODIN Daniel,F,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
39,REIDEBORN AREIDEBORN Adam,GK,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Sweden,,
80,PASQUALE EPASQUALE Eddie,GK,0.0,0.0,0.0,0.0,0.0,,0:00,,0:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
90,TOMKINS MTOMKINS Matt,GK,0.0,0.0,0.0,0.0,0.0,,58:06,,58:06,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
11,McBAIN JMcBAIN Jack,F,0.0,0.0,0.0,2.0,1.0,-1.0,15:31,20.0,0:46,1.0,4:50,0.0,5:30,0.0,5:11,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
12,STAAL ESTAAL Eric,F,0.0,0.0,0.0,0.0,0.0,-1.0,18:32,23.0,0:48,0.0,4:59,0.0,7:04,0.0,6:29,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
22,POWER OPOWER Owen,D,0.0,0.0,0.0,0.0,1.0,0.0,24:54,32.0,0:46,0.0,7:22,0.0,7:26,1.0,10:06,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
32,McTAVISH MMcTAVISH Mason,F,0.0,0.0,0.0,0.0,0.0,0.0,14:11,21.0,0:40,0.0,5:02,0.0,3:49,0.0,5:20,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
37,ROBINSON MROBINSON Mat,D,0.0,0.0,0.0,0.0,0.0,-1.0,17:59,26.0,0:41,0.0,5:31,0.0,5:47,0.0,6:41,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
9,KNIGHT CKNIGHT Corban,F,0.0,0.0,0.0,0.0,1.0,-1.0,16:43,24.0,0:41,1.0,5:10,0.0,5:25,0.0,6:08,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
15,TAMBELLINI ATAMBELLINI Adam,F,0.0,0.0,0.0,0.0,3.0,-1.0,15:23,22.0,0:41,2.0,4:10,1.0,5:22,0.0,5:51,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
23,WOTHERSPOON TWOTHERSPOON Tyler,D,0.0,0.0,0.0,0.0,0.0,-1.0,15:47,21.0,0:45,0.0,6:09,0.0,5:06,0.0,4:32,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
56,NOREAU MNOREAU Maxim,D,0.0,0.0,0.0,0.0,3.0,0.0,18:45,25.0,0:45,0.0,5:38,2.0,7:24,1.0,5:43,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
91,WEAL JWEAL Jordan,F,0.0,0.0,0.0,2.0,2.0,-1.0,16:32,22.0,0:45,0.0,4:55,0.0,5:46,2.0,5:51,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
13,JOHNSON KJOHNSON Kent,F,0.0,0.0,0.0,0.0,0.0,0.0,11:42,14.0,0:50,0.0,5:18,0.0,3:01,0.0,3:23,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
19,O'DELL EO'DELL Eric,F,0.0,0.0,0.0,0.0,2.0,-1.0,16:52,24.0,0:42,1.0,5:22,1.0,5:22,0.0,6:08,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
39,FERRARO LFERRARO Landon,F,0.0,0.0,0.0,0.0,2.0,-1.0,11:21,17.0,0:40,1.0,4:51,1.0,2:52,0.0,3:38,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
44,BARBERIO MBARBERIO Mark,D,0.0,0.0,0.0,0.0,5.0,-2.0,18:29,31.0,0:35,2.0,6:05,3.0,5:13,0.0,7:11,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
60,DEMERS JDEMERS Jason,D,0.0,0.0,0.0,0.0,0.0,0.0,14:33,25.0,0:34,0.0,4:22,0.0,5:26,0.0,4:45,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
5,ELLIS MELLIS Morgan,D,0.0,0.0,0.0,0.0,0.0,0.0,5:07,9.0,0:34,0.0,2:52,0.0,1:21,0.0,0:54,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
26,WINNIK DWINNIK Daniel,F,0.0,0.0,0.0,0.0,1.0,0.0,11:25,15.0,0:45,0.0,4:23,0.0,3:40,1.0,3:22,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
27,CRACKNELL ACRACKNELL Adam,F,0.0,0.0,0.0,0.0,1.0,0.0,10:20,16.0,0:38,0.0,3:39,1.0,3:51,0.0,2:50,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
51,DESHARNAIS DDESHARNAIS David,F,0.0,0.0,0.0,0.0,0.0,0.0,11:34,15.0,0:46,0.0,5:07,0.0,3:34,0.0,2:53,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
96,HO-SANG JHO-SANG Josh,F,0.0,0.0,0.0,0.0,0.0,0.0,9:03,13.0,0:41,0.0,1:53,0.0,2:33,0.0,4:37,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
1,LEVI DLEVI Devon,GK,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
10,STREET BSTREET Ben,F,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
20,GRANT AGRANT Alex,D,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-men-qfnl-000400-.htm,Canada,,
38,MASCHMEYER EMASCHMEYER Emerance,GK,0.0,0.0,0.0,0.0,0.0,,0:00,,0:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
35,DESBIENS ARDESBIENS Ann-Renee,GK,0.0,0.0,0.0,0.0,0.0,,60:00,,60:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
3,LAROCQUE JLAROCQUE Jocelyne,D,0.0,0.0,0.0,4.0,0.0,1.0,22:25,40.0,0:33,0.0,7:23,0.0,7:00,0.0,8:02,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
14,FAST RFAST Renata,D,0.0,0.0,0.0,0.0,1.0,1.0,25:39,45.0,0:34,1.0,8:34,0.0,7:23,0.0,9:42,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
19,JENNER BJENNER Brianne,F,0.0,1.0,1.0,0.0,2.0,2.0,18:48,35.0,0:32,1.0,5:47,1.0,7:12,0.0,5:49,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
20,NURSE SNURSE Sarah,F,1.0,1.0,2.0,0.0,4.0,3.0,19:37,35.0,0:33,3.0,6:09,1.0,7:30,0.0,5:58,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
29,POULIN MPPOULIN Marie-Philip,F,2.0,1.0,3.0,2.0,3.0,2.0,19:01,36.0,0:31,1.0,5:33,1.0,7:03,1.0,6:25,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
10,FILLIER SFILLIER Sarah,F,0.0,0.0,0.0,0.0,1.0,-1.0,16:21,29.0,0:33,0.0,5:45,0.0,5:21,1.0,5:15,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
15,DAOUST MDAOUST Melodie,F,0.0,0.0,0.0,0.0,1.0,0.0,13:24,21.0,0:38,0.0,4:43,0.0,3:50,1.0,4:51,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
23,AMBROSE EAMBROSE Erin,D,0.0,0.0,0.0,0.0,1.0,0.0,22:41,43.0,0:31,0.0,7:46,1.0,7:26,0.0,7:29,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
24,SPOONER NSPOONER Natalie,F,0.0,0.0,0.0,0.0,4.0,0.0,18:37,30.0,0:37,3.0,5:33,1.0,6:05,0.0,6:59,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
42,THOMPSON CTHOMPSON Claire,D,0.0,1.0,1.0,0.0,0.0,1.0,21:38,39.0,0:33,0.0,6:34,0.0,7:47,0.0,7:17,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
6,JOHNSTON RJOHNSTON Rebecca,F,0.0,0.0,0.0,0.0,0.0,-1.0,17:14,32.0,0:32,0.0,6:54,0.0,5:46,0.0,4:34,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
21,BELL ABELL Ashton,D,0.0,0.0,0.0,0.0,0.0,1.0,11:44,19.0,0:37,0.0,4:17,0.0,4:01,0.0,3:26,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
26,CLARK ECLARK Emily,F,0.0,0.0,0.0,0.0,1.0,0.0,19:30,33.0,0:35,1.0,7:02,0.0,5:39,0.0,6:49,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
28,ZANDEE-HART MZANDEE-HART Micah,D,0.0,0.0,0.0,0.0,1.0,1.0,14:59,28.0,0:32,1.0,5:09,0.0,5:46,0.0,4:04,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
40,TURNBULL BTURNBULL Blayre,F,0.0,0.0,0.0,0.0,2.0,0.0,20:47,38.0,0:32,0.0,7:10,1.0,6:18,1.0,7:19,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
7,STACEY LSTACEY Laura,F,0.0,0.0,0.0,0.0,0.0,0.0,2:11,5.0,0:26,0.0,1:21,0.0,0:29,0.0,0:21,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
11,SAULNIER JSAULNIER Jill,F,0.0,0.0,0.0,0.0,0.0,0.0,2:05,4.0,0:31,0.0,1:37,0.0,0:28,0.0,0:00,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
17,SHELTON ESHELTON Ella,D,0.0,0.0,0.0,0.0,0.0,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,0.0,0:00,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
27,MALTAIS EMALTAIS Emma,F,0.0,0.0,0.0,0.0,0.0,0.0,1:56,4.0,0:29,0.0,1:19,0.0,0:37,0.0,0:00,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
47,RATTRAY JLRATTRAY Jamie Lee,F,0.0,0.0,0.0,0.0,0.0,0.0,6:49,9.0,0:45,0.0,2:20,0.0,2:27,0.0,2:02,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
50,CAMPBELL KCAMPBELL Kristen,GK,,,,,,,,,,,,,,,,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,Canada,,
35,ROONEY MROONEY Maddie,GK,0.0,0.0,0.0,0.0,0.0,,0:00,,0:00,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,United States,,
33,CAVALLINI ACAVALLINI Alex,GK,0.0,0.0,0.0,0.0,0.0,,56:51,,56:51,0.0,,0.0,,0.0,,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,United States,,
2,STECKLEIN LSTECKLEIN Lee,D,0.0,0.0,0.0,0.0,2.0,-1.0,25:23,31.0,0:49,1.0,9:02,1.0,7:36,0.0,8:45,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,United States,,
3,BARNES CBARNES Cayla,D,0.0,0.0,0.0,0.0,2.0,0.0,28:52,35.0,0:49,0.0,9:32,1.0,10:44,1.0,8:36,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,United States,,
20,BRANDT HBRANDT Hannah,F,0.0,1.0,1.0,0.0,5.0,0.0,24:00,29.0,0:49,2.0,8:20,2.0,7:15,1.0,8:25,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,United States,,
21,KNIGHT HKNIGHT Hilary,F,1.0,0.0,1.0,0.0,6.0,-1.0,23:23,29.0,0:48,2.0,7:41,3.0,7:22,1.0,8:20,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,United States,,
26,COYNE SCHOFIELD KCOYNE SCHOFIELD Kendall,F,0.0,0.0,0.0,2.0,2.0,-2.0,23:19,28.0,0:49,0.0,6:53,1.0,7:43,1.0,8:43,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,United States,,
5,KELLER MKELLER Megan,D,0.0,0.0,0.0,2.0,1.0,-2.0,29:17,36.0,0:48,0.0,9:29,0.0,8:37,1.0,11:11,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,United States,,
11,ROQUE AROQUE Abby,F,0.0,1.0,1.0,0.0,10.0,-1.0,23:16,27.0,0:51,1.0,6:48,2.0,7:59,7.0,8:29,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,United States,,
15,HARMON SHARMON Savannah,D,0.0,0.0,0.0,0.0,0.0,-1.0,25:10,33.0,0:45,0.0,9:30,0.0,6:42,0.0,8:58,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,United States,,
25,CARPENTER ACARPENTER Alex,F,0.0,1.0,1.0,0.0,5.0,0.0,21:13,26.0,0:48,2.0,6:12,1.0,7:29,2.0,7:32,../../../en/results/ice-hockey/results-women-fnl-000100-.htm,United States,,
